OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-UT,USGS Utah Water Science Center,USGS-395400111570801,(C-10- 1)33cbb- 1,Well,,16020201,,,,,39.8999526,-111.9529957,24000,1,seconds,Interpolated from MAP.,NAD83,4680,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19610801,567,ft,567,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395401112024701,(C-11- 2) 3adb-S1,Spring,,16020201,,,,,39.9002289,-112.0471657,,1,seconds,Interpolated from MAP.,NAD83,6050,feet,50,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395406111054801,(D-10- 7)35dcd-S1,Spring,,14060007,,,,,39.9016255,-111.09739,24000,1,seconds,Interpolated from MAP.,NAD83,8415,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395410111590801,(C-10- 1)31bdb- 1,Well,,16020201,,,,,39.9027299,-111.9863306,,1,minutes,Interpolated from MAP.,NAD83,4760,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19550101,240,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395429111555901,(C-10- 1)34bbb- 1,Well,,16020201,,,,,39.9080084,-111.9338283,24000,5,seconds,Interpolated from MAP.,NAD83,4660,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,194910,342,ft,342,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395430111562501,(C-10- 1)33aba- 1,Well,,16020201,,,,,39.9082861,-111.9410508,,1,minutes,Interpolated from MAP.,NAD83,4625,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,425,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395430111570601,(C-10- 1)33bbb- 1,Well,,16020201,,,,,39.908286,-111.9524402,,1,minutes,Interpolated from MAP.,NAD83,4636,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19610101,359,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395430111573601,(C-10- 1)29cdd- 2,Well,,16020201,,,,,39.9078139,-111.9645722,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4684,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,Basin and Range basin-fill aquifers,Valley Fill,Unconfined single aquifer,19541031,460,ft,460,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395430111575201,(C-10- 1)29cdd- 1,Well,,16020201,,,,,39.9082858,-111.9652186,24000,1,minutes,Interpolated from MAP.,NAD83,4680,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,196104,842,ft,862,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395433111572001,(C-10- 1)29ddd- 1,Well,,16020201,,,,,39.9091192,-111.9563293,24000,1,minutes,Interpolated from MAP.,NAD83,4660,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,196207,700,ft,702,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395435111591801,(C-10- 1)30cdb- 1,Well,,16020201,,,,,39.9098056,-111.9882778,,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4790,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19800503,382,ft,382,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395455111551501,(C-10- 1)27dba- 1,Well,,16020201,,,,,39.9152308,-111.9216056,,1,minutes,Interpolated from MAP.,NAD83,4744,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19580101,232,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395507111561301,(C-10- 1)28ada- 2,Well,,16020201,,,,,39.9185639,-111.9377174,24000,1,seconds,Interpolated from MAP.,NAD83,4670,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19790109,775,ft,785,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395508111561001,(C-10- 1)28ada- 1,Well,,16020201,,,,,39.9188417,-111.936884,,1,minutes,Interpolated from MAP.,NAD83,4642,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19510101,335,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395513111522701,(D-10- 1)30bac- 1,Well,,16020201,,,,,39.9202315,-111.8749368,24000,5,seconds,Interpolated from MAP.,NAD83,4840,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined single aquifer,19830620,600,ft,600,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395520111590501,(C-10- 1)30baa- 1,Well,,16020201,,,,,39.9221744,-111.9854975,24000,1,seconds,Interpolated from MAP.,NAD83,4778,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395521111451000,SUMMIT CREEK NEAR SANTAQUIN UT,Stream,,16020201,,,,,39.9224554,-111.7535423,62500,1,seconds,Interpolated from MAP.,NAD83,5940,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395525111530001,(C-10- 1)25abd- 1,Well,,16020201,,,,,39.9207869,-111.8857706,24000,1,minutes,Interpolated from MAP.,NAD83,4778,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,195106,645,ft,645,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395527111525801,(C-10- 1)24ddc- 1,Well,,16020201,,,,,39.9241202,-111.8835483,24000,1,seconds,Interpolated from MAP.,NAD83,4750,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19650810,533,ft,600,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395548111115300,TEST SITE 01 FOR T.P. NO. 55,Stream,,16020202,,,,,39.9299581,-111.198783,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395553111522601,(D-10- 1)19bdc- 1,Well,,16020201,,,,,39.9313425,-111.874659,24000,5,seconds,Interpolated from MAP.,NAD83,4650,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19700728,455,ft,455,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395554111120300,TEST SITE 02 FOR T.P. NO. 55,Stream,,16020202,,,,,39.9316247,-111.2015609,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395600111050001,SOLDIER SUMMIT UTAH,Atmosphere,,16020202,,,,,39.9332915,-111.084056,,5,seconds,Interpolated from MAP.,NAD83,7470,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395600111345401,(C-10- 1)23bcb- 1,Well,,16020202,,,,,39.9332898,-111.5824187,,1,minutes,Interpolated from MAP.,NAD83,4634,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19600101,80,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395601111071500,TEST SITE 03 FOR T.P. NO. 55,Stream,,16020202,,,,,39.9335693,-111.1215575,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395607111521701,(D-10- 1)19bad- 1,Well,,16020201,,,,,39.9352314,-111.872159,24000,5,seconds,Interpolated from MAP.,NAD83,4580,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395608111120000,TEST SITE 04 FOR T.P. NO. 55,Stream,,16020202,,,,,39.9355135,-111.2007275,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395615111593001,(C-10- 1)18ccc- 1,Well,,16020201,,,,,39.937452,-111.9924424,24000,1,seconds,Interpolated from MAP.,NAD83,4918,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,450,ft,450,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395620111552401,(C-10- 1)15cca- 1,Well,,16020201,,,,,39.9410639,-111.9329952,,1,minutes,Interpolated from MAP.,NAD83,4600,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19510101,168,ft,168,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395628111512301,(D-10- 1)17cca- 1,Well,,16020201,,,,,39.9410649,-111.8571583,,5,seconds,Interpolated from MAP.,NAD83,4563,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,1955,102,ft,102,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395640112003801,(C-10- 2)13bcc- 1,Well,,16020201,,,,,39.9443962,-112.011332,24000,1,seconds,Interpolated from MAP.,NAD83,5140,feet,13,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,300,ft,500,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395655111124800,TEST SITE 05 FOR T.P. NO. 55,Stream,,16020202,,,,,39.9485688,-111.2140612,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395657111511900,WARM SPRINGS DITCH AT POND SOUTH OF GOSHEN SP. WMA,Stream: Ditch,,16020201,,,,,39.9491205,-111.8560472,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395700111570001,ELBERTA UTAH,Atmosphere,,16020201,,,,,39.9499526,-111.9507739,,5,seconds,Interpolated from MAP.,NAD83,4690,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395702111571001,(C-10- 1)17aaa- 1,Well,,16020201,,,,,39.950508,-111.9577187,24000,5,seconds,Interpolated from MAP.,NAD83,4711,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Pleistocene Series,Confined single aquifer,19551002,517,ft,517,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395705111581201,(C-10- 1)17bba- 2,Well,,16020201,,,,,39.9513412,-111.9707749,24000,1,seconds,Interpolated from MAP.,NAD83,4810.4,feet,10,feet,Level or other surveyed method.,NGVD29,US,49,49,,Miocene Series,Unconfined single aquifer,198603,320,ft,343,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395705111581401,(C-10- 1)17bba- 1,Well,,16020201,,,,,39.9513412,-111.9713304,24000,1,seconds,Interpolated from MAP.,NAD83,4810,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,Basin and Range basin-fill aquifers,Miocene Series,Unconfined single aquifer,,860,ft,1000,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395708111555800,CURRANT CREEK BELOW GOSHEN RESERVOIR NR GOSHEN UT,Stream,,16020201,,,,,39.952175,-111.9335509,24000,1,seconds,Interpolated from MAP.,NAD83,4570,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395709111570901,(C-10- 1) 9ccd- 1,Well,,16020201,,,,,39.9524525,-111.953274,62500,10,seconds,Interpolated from MAP.,NAD83,4655,feet,40,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19770318,360,ft,360,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395710111542201,(C-10- 1)11ccd- 1,Well,,16020201,,,,,39.9531058,-111.9158445,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4550,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,Basin and Range basin-fill aquifers,Valley Fill,Confined multiple aquifers,19800520,160,ft,160,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395710111551301,(C-10- 1)10ddc- 3,Well,,16020201,,,,,39.9527307,-111.9210503,24000,1,seconds,Interpolated from MAP.,NAD83,4555,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19791114,162,ft,162,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395710111553500,(C-10- 1)10dcc- 1,Well,,16020201,,,,,39.9527306,-111.9271617,,5,seconds,Interpolated from MAP.,NAD83,4580,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19701014,313,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395710111553501,(C-10- 1)10ddc- 1,Well,,16020201,,,,,39.9527306,-111.9271617,,1,minutes,Interpolated from MAP.,NAD83,4556,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19530508,115,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395710111571801,(C-10- 1) 9ccc- 1,Well,,16020201,,,,,39.9527303,-111.9557742,24000,1,seconds,Interpolated from MAP.,NAD83,4681,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19610404,474,ft,474,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395710112034001,(C-10- 2)15cba-S1,Spring,,16020201,,,,,39.9527286,-112.0618888,,5,seconds,Interpolated from MAP.,NAD83,5800,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395712111511900,WARM SPRINGS DITCH NR SPRING 4 NR GOSHEN SP. WMA,Stream: Ditch,,16020201,,,,,39.9532871,-111.8560472,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395712111511901,WORM SPRINGS DITCH NR SPRING 2 NR GOSHEN SPRING WM,Stream: Ditch,,16020201,,,,,39.9532871,-111.8560472,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395715111464701,(D-10- 1)12ccd- 1,Well,,16020201,,,,,39.9541214,-111.7804881,,5,seconds,Interpolated from MAP.,NAD83,5200,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,580,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395717111512000,WARM SPRINGS DITCH NR SPRING 2 NR GOSHEN SP. WMA,Stream: Ditch,,16020201,,,,,39.954676,-111.856325,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395720111512100,WARM SPRING DITCH NR SPRING 1 NR GOSHEN SP. WMA,Stream: Ditch,,16020201,,,,,39.9555093,-111.8566028,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395729111511501,(D-10- 1) 8cab-S1,Spring,,16020201,,,,,39.9580093,-111.8549361,,5,seconds,Interpolated from MAP.,NAD83,4610,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395734111513001,(D-10- 1) 8cab-S2,Spring,,16020201,,,,,39.9593981,-111.859103,,1,seconds,Interpolated from MAP.,NAD83,4520,feet,50,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395748111462500,(D-10- 1)12aca- 1,Well,,16020202,,,,,39.9632881,-111.7743768,,5,seconds,Interpolated from MAP.,NAD83,5180,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19710101,475,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395750111521201,(D- 9- 1)17bda- 1,Well,,16020201,,,,,39.9638424,-111.8707702,,1,minutes,Interpolated from MAP.,NAD83,4545,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19560101,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395754111480201,(D-10- 1)11bbd- 1,Well,,16020201,,,,,39.9649544,-111.8013225,24000,5,seconds,Interpolated from MAP.,NAD83,5020,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19640218,475,ft,500,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395800111310001,THISTLE 2 SW UTAH,Atmosphere,,16020202,,,,,39.966623,-111.5174133,,5,seconds,Interpolated from MAP.,NAD83,5200,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395800111470001,SANTAQUIN UTAH,Atmosphere,,16020201,,,,,39.9666213,-111.7840995,,5,seconds,Interpolated from MAP.,NAD83,5120,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395803111482500,(D-10- 1)10aab- 1,Well,,16020201,,,,,39.9674543,-111.8077117,24000,5,seconds,Interpolated from MAP.,NAD83,4960,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined single aquifer,19740308,333,ft,333,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395805111493501,(D-10- 1) 4ddc- 1,Well,,16020201,,,,,39.9680096,-111.827157,24000,5,seconds,Interpolated from MAP.,NAD83,5040,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Paleozoic Erathem,Unconfined single aquifer,197610,400,ft,400,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395806111485401,(D-10- 1) 3cdd- 1,Well,,16020201,,,,,39.9683333,-111.814861,24000,0.5,seconds,Interpolated from MAP.,NAD83,4940,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,Basin and Range carbonate-rock aquifers,,,20020403,596,ft,605,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395809111465301,(D-10- 1) 1cdc- 1,Well,,16020202,,,,,39.9691944,-111.7815,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5060,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395809111471501,(D-10- 1) 2ddd- 1,Well,,16020201,,,,,39.969399,-111.7877108,24000,1,seconds,Interpolated from MAP.,NAD83,5015,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19690911,694,ft,700,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395814111552501,(C-10- 1) 3ddb- 1,Well,,16020201,,,,,39.9705084,-111.924384,,5,seconds,Interpolated from MAP.,NAD83,4555,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,495,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395820111201500,TEST SITE 06 FOR T.P. NO. 55,Stream,,16020202,,,,,39.9721791,-111.3382349,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395820111523001,(D- 9- 1) 6cbd- 1,Well,,16020201,,,,,39.9721756,-111.8757705,,1,minutes,Interpolated from MAP.,NAD83,4518,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19580101,65,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395824111201600,TEST SITE 07 FOR T.P. NO. 55,Stream,,16020202,,,,,39.9732902,-111.3385126,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395825111571800,(D-10- 1) 6cbd- 1,Well,,16020201,,,,,39.9735635,-111.9557744,62500,5,seconds,Interpolated from MAP.,NAD83,4518,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19580501,65,ft,65,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395825111571801,(C-10- 1) 4cbb- 1,Well,,16020201,,,,,39.9738413,-111.95633,24000,1,seconds,Interpolated from MAP.,NAD83,4664,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19620127,870,ft,1218,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395829111202100,TEST SITE 08 FOR T.P. NO. 55,Stream,,16020202,,,,,39.974679,-111.3399016,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395830111470001,(D-10- 1) 1cbb- 1,Well,,16020202,,,,,39.9749545,-111.7849329,24000,1,seconds,Interpolated from MAP.,NAD83,4973,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19560625,456,ft,461,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395830111531801,(C-10- 1) 1acc- 1,Well,,16020201,,,,,39.9766199,-111.8882712,24000,5,seconds,Interpolated from MAP.,NAD83,4520,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19621009,185,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395831111544901,(C-10- 1) 2bcc- 1,Well,,16020201,,,,,39.9752307,-111.9143835,,5,seconds,Interpolated from MAP.,NAD83,4515,feet,0.5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395834111462101,(D-10- 1) 1acd- 2,Well,,16020202,,,,,39.9760658,-111.7732657,24000,5,seconds,Interpolated from MAP.,NAD83,4920,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19650510,650,ft,677,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395835111531201,(C-10- 1) 1bdc- 1,Well,,16020201,,,,,39.9763422,-111.8874378,,1,minutes,Interpolated from MAP.,NAD83,4521,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19150101,1.5,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395838111455701,(D-10- 2)6bcc- 1,Well,,16020202,,,,,39.9771389,-111.7657222,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5060,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,Basin and Range basin-fill aquifers,Valley Fill,,20001207,584,ft,700,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395839111531201,(C-10- 1) 1aca- 1,Well,,16020201,,,,,39.9774533,-111.8874378,,1,minutes,Interpolated from MAP.,NAD83,4513,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19640409,60,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395840111461801,(D-10- 1) 1acd- 1,Well,,16020202,,,,,39.9777324,-111.7724323,,1,minutes,Interpolated from MAP.,NAD83,4970,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19600803,798,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395840111535401,(C-10- 1) 2aad- 1,Well,,16020201,,,,,39.9777309,-111.899105,,1,minutes,Interpolated from MAP.,NAD83,4520,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19190101,84,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395845111472800,(C-10- 1) 1bcd- 1,Well,,16020202,,,,,39.9791211,-111.7918777,,5,seconds,Interpolated from MAP.,NAD83,4525,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395845111472801,(D-10- 1) 2adb- 1,Well,,16020202,,,,,39.9785655,-111.7907665,24000,1,minutes,Interpolated from MAP.,NAD83,4938,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19610526,580,ft,580,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395847111400001,(D-11- 2) 1bdb-S1,Spring,,16020202,,,,,39.9796775,-111.6674248,,1,seconds,Interpolated from MAP.,NAD83,7200,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395848111571801,(C-10- 1) 4bbb- 1,Well,,16020201,,,,,39.9799524,-111.9557744,24000,1,seconds,Interpolated from MAP.,NAD83,4672,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Unconfined multiple aquifer,19620626,882,ft,882,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-395850111461201,(D-10- 1) 1aca- 1,Well,,16020202,,,,,39.9805102,-111.7707656,,1,minutes,Interpolated from MAP.,NAD83,4920,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19650809,672,ft,,,NWIS
